player,season,total_total_yellow_cards,total_total_red_cards,total_goals,total_shots
nicolas penneteau,2013,8.0,0.0,0,37
nicolas penneteau,2014,4.0,0.0,0,17
nicolas seube,2012,24.0,0.0,1,141
nicolas seube,2015,12.0,0.0,1,82
nicolas seube,2016,28.0,0.0,0,100
nicolas seube,2017,4.0,0.0,0,23
nicolas viola,2013,4.0,0.0,0,16
nigel de jong,2013,12.0,0.0,1,34
nigel de jong,2014,36.0,0.0,2,124
nigel de jong,2015,40.0,0.0,3,92
nigel de jong,2016,0.0,6.0,0,17
niki zimling,2013,20.0,0.0,1,67
niki zimling,2014,12.0,0.0,0,41
niklas hult,2015,16.0,0.0,1,90
niklas hult,2016,8.0,6.0,1,35
niklas moisander,2016,16.0,6.0,1,54
niklas moisander,2017,8.0,0.0,0,36
niklas stark,2013,0.0,0.0,0,11
niklas stark,2014,16.0,0.0,1,54
niklas stark,2016,8.0,0.0,2,69
niklas stark,2017,16.0,0.0,1,56
niko bungert,2012,20.0,0.0,3,95
niko bungert,2013,4.0,0.0,0,29
niko bungert,2014,0.0,6.0,1,21
niko bungert,2015,16.0,0.0,1,74
niko bungert,2016,8.0,0.0,0,48
niko bungert,2017,0.0,0.0,1,14
nill de pauw,2016,8.0,0.0,0,25
nill de pauw,2017,4.0,0.0,4,28
nils petersen,2012,0.0,0.0,2,17
nils petersen,2013,12.0,0.0,11,150
nils petersen,2014,8.0,0.0,8,78
nils petersen,2015,0.0,0.0,3,22
nils petersen,2017,0.0,0.0,5,37
nino,2012,8.0,0.0,6,163
nino,2013,4.0,0.0,3,89
nino,2014,0.0,0.0,0,2
noah joel sarenren bazee,2016,4.0,0.0,0,42
nolan mbemba,2016,0.0,0.0,0,2
nolan roux,2012,16.0,0.0,9,229
nolan roux,2013,16.0,0.0,8,159
nolan roux,2014,24.0,0.0,9,187
nolan roux,2015,8.0,0.0,10,172
nolan roux,2016,12.0,0.0,9,148
nolan roux,2017,4.0,0.0,2,60
nolito,2013,8.0,0.0,3,115
nolito,2014,28.0,0.0,14,206
nolito,2015,40.0,0.0,13,233
nolito,2016,32.0,0.0,12,214
nolito,2017,12.0,6.0,4,62
nono,2012,4.0,0.0,0,8
nono,2013,12.0,0.0,0,55
nono,2014,40.0,0.0,0,103
norbert balogh,2016,0.0,0.0,0,6
norbert balogh,2017,4.0,0.0,0,10
nordi mukiele,2017,0.0,0.0,0,2
nordin amrabat,2015,24.0,0.0,5,191
nordin amrabat,2016,36.0,6.0,0,160
nordin amrabat,2017,12.0,0.0,0,90
norman theuerkauf,2014,24.0,0.0,0,105
nosa,2013,8.0,0.0,1,43
nosa,2014,12.0,0.0,1,45
nsue,2017,0.0,0.0,0,13
odise roshi,2012,8.0,0.0,1,33
odisseas vlachodimos,2016,0.0,0.0,0,1
odsonne edouard,2017,0.0,0.0,1,23
ogenyi onazi,2013,0.0,0.0,1,46
ogenyi onazi,2014,24.0,0.0,1,110
ogenyi onazi,2015,16.0,0.0,1,44
ogenyi onazi,2016,8.0,0.0,1,47
oguchi onyewu,2013,0.0,0.0,0,4
oier,2013,88.0,0.0,0,310
oier,2014,24.0,0.0,4,86
oier,2015,0.0,0.0,0,26
oier,2016,8.0,0.0,0,4
oier,2017,48.0,0.0,0,176
ola john,2014,0.0,0.0,0,13
ola toivonen,2014,12.0,0.0,8,93
ola toivonen,2015,4.0,0.0,7,150
ola toivonen,2016,4.0,0.0,0,24
ola toivonen,2017,16.0,0.0,5,69
olavide,2017,8.0,0.0,0,6
oliver baumann,2012,4.0,0.0,0,31
oliver baumann,2013,0.0,0.0,0,39
oliver baumann,2014,0.0,0.0,0,36
oliver baumann,2015,0.0,0.0,0,37
oliver baumann,2016,4.0,0.0,0,43
oliver baumann,2017,0.0,0.0,0,13
oliver burke,2017,0.0,0.0,1,16
oliver fink,2013,24.0,6.0,3,113
oliver kragl,2016,16.0,0.0,1,76
oliver mcburnie,2017,0.0,0.0,0,3
oliver sorg,2012,4.0,0.0,0,43
oliver sorg,2013,12.0,0.0,0,128
oliver sorg,2014,24.0,0.0,1,92
oliver sorg,2015,4.0,0.0,1,54
oliver sorg,2016,16.0,0.0,0,59
olivier boscagli,2015,0.0,0.0,0,1
olivier boscagli,2016,20.0,0.0,1,38
olivier giroud,2012,24.0,0.0,21,352
olivier giroud,2014,16.0,0.0,12,208
olivier giroud,2015,20.0,6.0,14,156
olivier giroud,2016,8.0,0.0,17,206
olivier giroud,2017,4.0,0.0,7,45
olivier kemen,2016,0.0,0.0,0,1
olivier kemen,2017,0.0,0.0,0,2
olivier ntcham,2016,8.0,0.0,0,59
olivier ntcham,2017,8.0,0.0,1,23
olivier veigneau,2014,12.0,0.0,0,97
olivier veigneau,2015,8.0,0.0,0,69
olivier veigneau,2016,0.0,0.0,0,2
omar el kaddouri,2013,0.0,0.0,0,13
omar el kaddouri,2014,20.0,0.0,5,111
omar el kaddouri,2015,36.0,0.0,3,158
omar el kaddouri,2016,8.0,0.0,1,28
omar el kaddouri,2017,0.0,0.0,0,6
omar elabdellaoui,2014,4.0,0.0,1,79
omar mascarell,2013,0.0,0.0,0,1
omar mascarell,2016,20.0,0.0,0,66
omar mascarell,2017,36.0,0.0,0,62
omar ramos,2013,20.0,0.0,1,135
omar ramos,2014,12.0,0.0,0,58
omar ramos,2017,16.0,0.0,0,56
omenuke mfulu,2015,4.0,0.0,0,18
omenuke mfulu,2016,12.0,0.0,0,21
omer atzili,2017,0.0,0.0,0,8
onur bulut,2017,12.0,0.0,0,33
orestis karnezis,2014,0.0,0.0,0,6
orestis karnezis,2015,8.0,0.0,0,29
orestis karnezis,2016,0.0,0.0,0,34
orestis karnezis,2017,12.0,0.0,0,10
orhan ademi,2014,4.0,0.0,1,66
oriol riera,2014,20.0,0.0,13,237
oriol riera,2015,12.0,0.0,4,128
oriol riera,2016,12.0,0.0,2,70
oriol riera,2017,8.0,0.0,5,91
oriol romeu,2014,12.0,0.0,0,34
oriol romeu,2015,28.0,0.0,0,83
oriol romeu,2016,28.0,0.0,1,79
oriol romeu,2017,24.0,0.0,0,76
oscar,2013,24.0,0.0,12,184
oscar,2014,24.0,0.0,7,198
oscar,2015,20.0,0.0,6,139
oscar,2016,16.0,0.0,4,117
oscar,2017,4.0,0.0,0,23
oscar hiljemark,2016,16.0,0.0,4,82
oscar hiljemark,2017,4.0,0.0,0,35
oscar wendt,2012,4.0,0.0,0,10
oscar wendt,2013,4.0,0.0,1,66
oscar wendt,2014,8.0,0.0,3,48
oscar wendt,2015,16.0,0.0,2,64
oscar wendt,2016,20.0,0.0,3,87
oscar wendt,2017,4.0,0.0,1,50
oswaldo vizcarrondo,2014,20.0,0.0,1,85
oswaldo vizcarrondo,2015,24.0,0.0,2,106
oswaldo vizcarrondo,2016,32.0,0.0,0,85
oswaldo vizcarrondo,2017,32.0,0.0,0,40
otegui,2017,0.0,0.0,0,3
ouasim bouy,2014,4.0,0.0,0,17
ouasim bouy,2017,4.0,0.0,0,6
oumar niasse,2016,0.0,0.0,0,7
oumar niasse,2017,0.0,0.0,0,3
oumar sissoko,2014,0.0,0.0,0,2
ousmane coulibaly,2012,16.0,0.0,0,81
ousmane coulibaly,2013,12.0,0.0,0,54
oussama assaidi,2014,4.0,0.0,4,56
oussama assaidi,2015,4.0,0.0,0,17
oussama tannane,2016,8.0,0.0,2,63
oussama tannane,2017,12.0,0.0,1,105
pablo,2016,12.0,0.0,1,43
pablo barrera,2012,0.0,0.0,1,34
pablo barrientos,2012,20.0,0.0,4,184
pablo barrientos,2013,28.0,0.0,5,218
pablo barrientos,2014,40.0,0.0,5,208
pablo de blasis,2015,4.0,0.0,1,88
pablo de blasis,2016,4.0,0.0,4,101
pablo de blasis,2017,12.0,0.0,4,45
pablo fornals,2016,4.0,0.0,1,56
pablo fornals,2017,12.0,0.0,3,47
pablo granoche,2012,0.0,0.0,0,38
pablo ledesma,2012,4.0,0.0,0,12
pablo martinez,2016,16.0,0.0,1,84
pablo martinez,2017,12.0,0.0,0,27
pablo piatti,2012,8.0,0.0,2,115
pablo piatti,2013,16.0,0.0,1,77
pablo piatti,2014,12.0,0.0,5,92
pablo piatti,2015,8.0,0.0,7,85
pablo piatti,2016,12.0,0.0,0,70
pablo piatti,2017,12.0,0.0,6,72
pablo sarabia,2012,20.0,0.0,0,63
pablo sarabia,2013,8.0,0.0,1,36
pablo sarabia,2014,24.0,0.0,1,149
pablo sarabia,2015,32.0,0.0,2,173
pablo sarabia,2016,36.0,0.0,7,179
pablo sarabia,2017,8.0,0.0,5,62
pablo zabaleta,2014,44.0,0.0,1,113
pablo zabaleta,2015,32.0,0.0,2,76
pablo zabaleta,2016,12.0,0.0,0,43
pablo zabaleta,2017,8.0,0.0,1,37
paddy mcnair,2017,0.0,0.0,1,10
pajtim kasami,2014,16.0,0.0,2,113
panagiotis kone,2012,32.0,0.0,1,133
panagiotis kone,2013,48.0,0.0,6,191
panagiotis kone,2014,56.0,0.0,5,202
panagiotis kone,2015,40.0,0.0,1,144
panagiotis kone,2016,8.0,0.0,0,29
panagiotis kone,2017,4.0,0.0,0,21
panagiotis tachtsidis,2013,32.0,6.0,1,71
panagiotis tachtsidis,2014,12.0,6.0,1,58
panagiotis tachtsidis,2015,36.0,0.0,4,170
panagiotis tachtsidis,2016,12.0,0.0,3,52
panagiotis tachtsidis,2017,12.0,0.0,0,43
paolo cannavaro,2012,40.0,0.0,2,86
paolo cannavaro,2013,32.0,0.0,3,105
paolo cannavaro,2014,24.0,6.0,1,62
paolo cannavaro,2015,32.0,6.0,0,78
paolo cannavaro,2016,28.0,0.0,0,76
paolo cannavaro,2017,0.0,0.0,1,23
paolo de ceglie,2012,12.0,6.0,1,69
paolo de ceglie,2013,12.0,0.0,0,34
paolo de ceglie,2014,4.0,0.0,1,37
paolo de ceglie,2015,12.0,0.0,3,43
paolo de ceglie,2016,4.0,0.0,0,16
paolo sammarco,2012,20.0,0.0,2,84
paolo sammarco,2016,28.0,0.0,4,108
pape paye,2016,4.0,0.0,0,36
papy djilobodji,2014,24.0,6.0,3,95
papy djilobodji,2015,44.0,0.0,1,123
papy djilobodji,2016,24.0,0.0,2,73
papy djilobodji,2017,20.0,0.0,0,58
pascal stenzel,2017,12.0,0.0,0,36
pasquale schiattarella,2014,32.0,0.0,0,92
patric,2016,32.0,0.0,0,60
patric,2017,16.0,0.0,0,32
patrice evra,2014,8.0,0.0,1,91
patrice evra,2015,16.0,0.0,1,74
patrice evra,2016,28.0,0.0,1,68
patrice evra,2017,0.0,0.0,0,6
patrick bamford,2016,0.0,0.0,0,25
patrick bamford,2017,0.0,0.0,0,6
patrick burner,2017,0.0,0.0,0,4
patrick ebert,2012,24.0,0.0,0,109
patrick ebert,2013,16.0,0.0,6,140
patrick ebert,2014,32.0,0.0,3,81
patrick ebert,2016,12.0,6.0,0,29
patrick herrmann,2012,12.0,0.0,6,98
patrick herrmann,2013,24.0,0.0,6,186
patrick herrmann,2014,8.0,0.0,5,120
patrick herrmann,2015,20.0,0.0,11,163
patrick herrmann,2016,0.0,0.0,3,36
patrick herrmann,2017,0.0,0.0,0,4
patrick rakovsky,2012,4.0,0.0,0,3
patrick rakovsky,2013,0.0,0.0,0,2
patrick rakovsky,2014,0.0,0.0,0,1
patrick roberts,2014,4.0,0.0,0,3
patrick roberts,2016,0.0,0.0,0,1
patrick van aanholt,2015,16.0,0.0,0,95
patrick van aanholt,2016,8.0,0.0,6,107
patrick van aanholt,2017,8.0,0.0,3,61
patrick ziegler,2015,24.0,0.0,0,90
patrik schick,2017,4.0,0.0,4,49
paul baysse,2012,20.0,0.0,1,120
paul baysse,2013,4.0,0.0,1,73
paul baysse,2015,4.0,0.0,1,22
paul baysse,2016,8.0,6.0,0,92
paul baysse,2017,0.0,0.0,2,28
paul bernardoni,2016,0.0,0.0,0,26
paul delecroix,2017,4.0,0.0,0,3
paul dummett,2014,4.0,6.0,1,37
paul dummett,2015,16.0,0.0,1,68
paul dummett,2016,12.0,0.0,1,60
paul lasne,2012,20.0,0.0,0,70
paul lasne,2013,20.0,0.0,1,98
paul lasne,2014,24.0,0.0,3,182
paul lasne,2015,4.0,0.0,2,102
paul lasne,2016,4.0,0.0,0,25
paul lasne,2017,4.0,0.0,2,37
paul mcshane,2014,0.0,0.0,0,24
paul mcshane,2015,8.0,0.0,1,58
paul papp,2013,16.0,0.0,1,25
paul papp,2014,4.0,0.0,0,15
paul pogba,2013,4.0,6.0,5,135
paul pogba,2014,16.0,0.0,7,209
paul pogba,2015,16.0,0.0,8,157
paul pogba,2016,40.0,0.0,8,283
paul pogba,2017,24.0,0.0,4,172
paul reulet,2017,0.0,0.0,0,1
paul seguin,2016,0.0,0.0,0,3
paul seguin,2017,12.0,0.0,1,42
paul verhaegh,2012,12.0,0.0,1,74
paul verhaegh,2013,8.0,0.0,0,44
paul verhaegh,2014,16.0,0.0,3,67
paul verhaegh,2015,24.0,0.0,6,102
paul verhaegh,2016,32.0,0.0,7,63
paul verhaegh,2017,8.0,0.0,0,28
paulin puel,2016,0.0,0.0,0,4
paulinho,2014,120.0,18.0,60,1023
paulinho,2015,36.0,0.0,0,75
paulo da silva,2012,16.0,0.0,2,86
paulo dybala,2013,8.0,0.0,3,92
paulo dybala,2015,12.0,0.0,13,259
paulo dybala,2016,4.0,0.0,17,203
paulo dybala,2017,4.0,0.0,5,79
paulo gazzaniga,2014,0.0,0.0,0,5
paulo gazzaniga,2015,0.0,0.0,0,2
paulo gazzaniga,2016,0.0,0.0,0,2
pavle ninkov,2012,24.0,0.0,0,130
pavle ninkov,2013,12.0,0.0,0,75
pavle ninkov,2014,8.0,0.0,0,57
pavle ninkov,2015,12.0,6.0,1,79
pavle ninkov,2016,0.0,0.0,0,14
pavle ninkov,2017,8.0,0.0,0,8
pedrinho,2012,8.0,0.0,0,50
pedrinho,2013,16.0,0.0,2,56
pedrinho,2015,8.0,0.0,0,52
pedro,2012,16.0,0.0,5,113
pedro,2013,12.0,0.0,7,116
pedro,2014,12.0,0.0,15,162
pedro,2015,8.0,0.0,6,90
pedro,2016,12.0,0.0,7,132
pedro,2017,20.0,0.0,5,72
pedro henrique,2015,48.0,0.0,4,304
pedro henrique,2016,64.0,0.0,4,238
pedro henrique,2017,24.0,0.0,0,58
pedro mendes,2014,24.0,0.0,0,57
pedro mendes,2015,24.0,0.0,0,87
pedro mendes,2016,16.0,0.0,0,79
pedro mendes,2017,16.0,0.0,0,38
pedro morales,2013,0.0,0.0,3,17
pedro morales,2014,4.0,0.0,1,42
pedro obiang,2014,24.0,0.0,0,79
pedro obiang,2015,48.0,0.0,3,159
pedro obiang,2016,8.0,0.0,0,46
pedro obiang,2017,16.0,0.0,0,56
pedro orfila,2012,4.0,0.0,1,38
pedro pereira,2016,0.0,0.0,0,30
pedro pereira,2017,20.0,0.0,0,29
pepe,2012,36.0,0.0,1,109
pepe,2013,28.0,0.0,1,112
pepe,2014,36.0,0.0,4,95
pepe,2015,16.0,0.0,2,83
pepe,2016,20.0,0.0,1,78
pepe,2017,0.0,0.0,1,25
per mertesacker,2012,0.0,0.0,0,18
per mertesacker,2014,12.0,0.0,1,61
per mertesacker,2015,8.0,0.0,0,50
per mertesacker,2016,4.0,6.0,0,35
perparim hetemaj,2012,28.0,0.0,0,180
perparim hetemaj,2013,44.0,0.0,0,205
perparim hetemaj,2014,48.0,0.0,0,251
perparim hetemaj,2015,40.0,0.0,0,254
perparim hetemaj,2016,28.0,0.0,1,206
perparim hetemaj,2017,16.0,0.0,0,74
peter crouch,2014,28.0,0.0,7,148
peter crouch,2015,16.0,0.0,8,117
peter crouch,2016,0.0,0.0,0,31
peter crouch,2017,0.0,0.0,3,37
peter niemeyer,2012,24.0,0.0,3,146
peter niemeyer,2014,8.0,0.0,0,44
peter niemeyer,2015,24.0,0.0,1,67
peter niemeyer,2016,52.0,0.0,2,160
peter niemeyer,2017,16.0,0.0,0,33
peter whittingham,2014,12.0,0.0,2,71
petros,2016,32.0,0.0,1,135
petros,2017,24.0,0.0,0,102
phil bardsley,2014,12.0,0.0,0,39
phil bardsley,2015,24.0,0.0,0,104
phil bardsley,2016,4.0,0.0,0,46
phil bardsley,2017,8.0,0.0,0,31
phil jagielka,2014,8.0,0.0,0,43
phil jagielka,2015,4.0,0.0,4,97
phil jagielka,2016,0.0,0.0,0,53
phil jagielka,2017,16.0,0.0,0,37
phil jones,2014,16.0,0.0,1,78
phil jones,2015,12.0,0.0,0,73
phil jones,2016,0.0,0.0,0,9
phil jones,2017,0.0,0.0,0,18
philip heise,2016,0.0,0.0,0,12
philipp bargfrede,2012,16.0,0.0,0,109
philipp bargfrede,2013,20.0,0.0,0,38
philipp bargfrede,2014,24.0,0.0,3,92
philipp bargfrede,2015,12.0,0.0,1,74
philipp bargfrede,2016,8.0,6.0,0,66
philipp bargfrede,2017,8.0,0.0,0,18
philipp hosiner,2015,4.0,0.0,0,19
philipp hosiner,2016,8.0,0.0,1,34
philipp klement,2016,0.0,0.0,0,1
philipp lahm,2012,12.0,0.0,0,69
philipp lahm,2013,0.0,0.0,0,62
philipp lahm,2014,4.0,0.0,1,50
philipp lahm,2015,0.0,0.0,2,34
philipp lahm,2016,12.0,0.0,1,45
philipp lahm,2017,4.0,0.0,1,24
philipp max,2016,12.0,0.0,0,69
philipp max,2017,8.0,0.0,0,29
philipp ochs,2016,0.0,0.0,0,20
philipp ochs,2017,4.0,0.0,0,6
philipp wollscheid,2012,16.0,0.0,2,135
philipp wollscheid,2013,24.0,0.0,3,126
philipp wollscheid,2014,24.0,0.0,0,47
philipp wollscheid,2015,16.0,0.0,0,36
philipp wollscheid,2016,8.0,0.0,0,64
philipp wollscheid,2017,4.0,0.0,0,19
philipp zulechner,2014,4.0,0.0,1,15
philipp zulechner,2015,4.0,0.0,0,2
philippe senderos,2014,28.0,0.0,1,57
philippe senderos,2015,8.0,0.0,0,31
pierluigi gollini,2015,0.0,0.0,0,7
pierluigi gollini,2016,8.0,0.0,0,22
pierre bengtsson,2015,0.0,0.0,0,28
pierre bengtsson,2016,4.0,0.0,0,46
pierre bengtsson,2017,0.0,0.0,2,33
pierrick capelle,2016,16.0,6.0,4,79
pierrick capelle,2017,16.0,0.0,1,53
pierrick cros,2012,0.0,0.0,0,20
pierrick cros,2013,0.0,0.0,0,2
pierrick cros,2014,0.0,0.0,0,14
pierrick valdivia,2015,44.0,0.0,1,178
pietro iemmello,2017,4.0,0.0,1,19
pione sisto,2017,0.0,0.0,2,46
pirmin schwegler,2013,28.0,0.0,2,165
pirmin schwegler,2014,28.0,0.0,0,79
pirmin schwegler,2015,16.0,0.0,1,136
pirmin schwegler,2016,20.0,0.0,0,70
pirmin schwegler,2017,4.0,0.0,0,10
pizzi,2012,4.0,0.0,1,24
pizzi,2013,28.0,0.0,8,214
pizzi,2014,16.0,0.0,3,80
pol lirola,2017,8.0,0.0,0,29
pontus jansson,2015,12.0,0.0,0,20
pontus jansson,2016,4.0,0.0,1,11
portillo,2012,0.0,0.0,0,3
portillo,2013,8.0,0.0,2,76
portu,2014,4.0,0.0,0,4
presnel kimpembe,2015,0.0,0.0,0,1
presnel kimpembe,2016,4.0,0.0,0,14
presnel kimpembe,2017,12.0,0.0,0,32
quentin bernard,2017,4.0,0.0,0,16
quentin cornette,2016,4.0,0.0,0,15
quentin depehi,2017,0.0,0.0,0,1
quentin westberg,2012,0.0,0.0,0,2
quini,2015,16.0,0.0,0,48
quini,2016,28.0,0.0,0,87
rachid alioui,2014,0.0,0.0,2,56
rachid alioui,2015,0.0,0.0,0,13
rachid ghezzal,2013,8.0,0.0,1,49
rachid ghezzal,2015,0.0,0.0,0,39
rachid ghezzal,2016,20.0,0.0,8,127
rachid ghezzal,2017,4.0,0.0,2,60
rade krunic,2016,12.0,0.0,1,37
rade krunic,2017,20.0,0.0,0,85
radja nainggolan,2012,28.0,0.0,1,206
radja nainggolan,2013,56.0,0.0,2,182
radja nainggolan,2014,44.0,0.0,4,199
radja nainggolan,2015,40.0,0.0,5,208
radja nainggolan,2016,48.0,0.0,6,165
radja nainggolan,2017,8.0,0.0,4,108
rafa,2012,20.0,0.0,0,41
rafa,2013,24.0,0.0,1,65
rafa,2014,36.0,0.0,1,114
rafa,2015,8.0,0.0,1,59
rafa mir,2017,0.0,0.0,0,1
rafa navarro,2017,4.0,0.0,0,7
rafael,2014,72.0,0.0,0,327
rafael,2015,36.0,18.0,0,132
rafael,2016,96.0,18.0,3,243
rafael,2017,60.0,0.0,0,240
rafael martins,2015,4.0,0.0,1,27
rafael van der vaart,2013,20.0,0.0,5,182
rafael van der vaart,2014,12.0,0.0,4,131
rafael van der vaart,2015,40.0,0.0,4,126
rafael van der vaart,2016,0.0,0.0,0,20
raffael,2012,16.0,6.0,6,171
raffael,2013,0.0,0.0,2,60
raffael,2014,4.0,0.0,14,124
raffael,2015,4.0,0.0,12,138
raffael,2016,8.0,0.0,13,169
raffael,2017,4.0,0.0,3,57
raffaele bianco,2016,28.0,0.0,1,101
raffaele maiello,2016,4.0,0.0,0,37
raffaele maiello,2017,0.0,0.0,0,1
raffaele palladino,2012,0.0,0.0,0,8
raffaele palladino,2013,0.0,0.0,1,15
raffaele palladino,2014,0.0,0.0,3,59
raffaele palladino,2015,4.0,0.0,4,109
raffaele palladino,2017,20.0,0.0,2,87
raffaele pucino,2014,0.0,0.0,1,5
rafidine abdullah,2013,4.0,0.0,0,17
rafidine abdullah,2014,4.0,0.0,0,11
rafidine abdullah,2015,24.0,0.0,0,61
rafidine abdullah,2016,24.0,6.0,1,41
rafinha,2012,72.0,0.0,0,204
rafinha,2013,36.0,0.0,6,78
rafinha,2014,132.0,18.0,15,786
rafinha,2015,72.0,0.0,3,333
rafinha,2016,84.0,0.0,3,231
rafinha,2017,12.0,0.0,18,174
ragnar klavan,2013,20.0,0.0,0,93
ragnar klavan,2014,0.0,6.0,2,69
ragnar klavan,2015,4.0,0.0,2,114
ragnar klavan,2016,8.0,0.0,0,73
ragnar klavan,2017,8.0,0.0,0,14
raheem sterling,2014,8.0,0.0,9,158
raheem sterling,2015,20.0,0.0,7,242
raheem sterling,2016,4.0,0.0,6,130
raheem sterling,2017,12.0,0.0,5,113
raillo,2016,4.0,0.0,0,8
ramadan sobhi,2017,0.0,0.0,0,7
ramiro funes mori,2016,16.0,6.0,4,75
ramiro funes mori,2017,0.0,0.0,0,28
ramy bensebaini,2016,20.0,0.0,2,60
ramy bensebaini,2017,0.0,6.0,0,41
rani khedira,2014,12.0,0.0,0,30
raphael holzhauser,2013,8.0,0.0,0,80
raphael holzhauser,2014,0.0,0.0,0,23
raphael martinho,2012,4.0,0.0,0,61
raphael martinho,2014,0.0,0.0,2,30
raphael martinho,2016,12.0,0.0,0,27
raphael wolf,2014,0.0,0.0,0,14
raphael wolf,2015,4.0,0.0,1,23
raul rusescu,2014,0.0,0.0,0,3
ravel morrison,2014,8.0,0.0,2,39
ravel morrison,2015,0.0,0.0,0,1
ravel morrison,2016,0.0,0.0,0,2
recio,2012,8.0,0.0,0,17
recio,2013,24.0,0.0,2,76
recio,2014,32.0,0.0,2,128
recio,2015,36.0,0.0,1,79
recio,2016,64.0,0.0,0,151
recio,2017,16.0,0.0,0,42
reece burke,2015,0.0,0.0,0,8
reece oxford,2016,0.0,0.0,0,7
rees greenwood,2016,0.0,0.0,0,1
remo freuler,2016,0.0,0.0,1,22
remo freuler,2017,4.0,0.0,2,61
renato augusto,2012,8.0,0.0,0,73
renato augusto,2013,0.0,0.0,0,5
renato civelli,2012,12.0,6.0,3,121
renato civelli,2013,28.0,0.0,6,140
renato civelli,2016,24.0,12.0,0,94
renato civelli,2017,16.0,0.0,1,31
renato sanches,2017,12.0,0.0,0,24
renaud cohade,2012,24.0,0.0,7,185
renaud cohade,2013,16.0,0.0,4,140
renaud cohade,2014,16.0,0.0,1,91
renaud cohade,2015,8.0,0.0,1,46
renaud cohade,2016,12.0,0.0,0,46
renaud cohade,2017,36.0,0.0,0,79
rene krhin,2012,0.0,0.0,0,8
rene krhin,2013,4.0,0.0,0,32
rene krhin,2014,16.0,0.0,0,71
rene krhin,2015,16.0,0.0,0,49
rene krhin,2016,12.0,0.0,0,56
rene krhin,2017,0.0,0.0,0,15
reto ziegler,2014,8.0,0.0,0,59
rey manaj,2016,4.0,0.0,0,14
rey manaj,2017,8.0,0.0,2,47
reyes,2014,12.0,0.0,0,31
reyes,2015,20.0,0.0,2,107
reyes,2016,24.0,0.0,1,92
reyes,2017,0.0,0.0,1,32
ricardo,2012,0.0,0.0,0,2
ricardo alvarez,2012,12.0,0.0,2,65
ricardo alvarez,2013,0.0,0.0,5,81
ricardo alvarez,2014,20.0,0.0,4,144
ricardo alvarez,2015,12.0,0.0,0,26
ricardo alvarez,2016,8.0,0.0,1,59
ricardo alvarez,2017,4.0,0.0,0,66
ricardo costa,2012,16.0,6.0,0,40
ricardo costa,2013,44.0,0.0,4,96
ricardo costa,2014,32.0,0.0,3,77
ricardo costa,2016,24.0,0.0,1,37
ricardo faty,2013,20.0,0.0,2,116
ricardo faty,2014,24.0,0.0,2,83
ricardo horta,2015,8.0,0.0,1,81
ricardo horta,2016,8.0,0.0,0,48
ricardo kishna,2016,0.0,0.0,2,22
ricardo kishna,2017,0.0,0.0,0,5
ricardo pereira,2016,24.0,0.0,0,99
ricardo pereira,2017,8.0,0.0,1,60
riccardo fiamozzi,2016,4.0,0.0,0,9
riccardo fiamozzi,2017,0.0,0.0,0,3
riccardo gagliolo,2016,48.0,0.0,1,166
riccardo improta,2014,0.0,0.0,0,9
riccardo meggiorini,2012,12.0,6.0,1,89
riccardo meggiorini,2013,20.0,0.0,3,144
riccardo meggiorini,2014,4.0,0.0,0,85
riccardo meggiorini,2015,32.0,0.0,4,182
riccardo meggiorini,2016,32.0,6.0,5,167
riccardo meggiorini,2017,20.0,0.0,2,128
riccardo montolivo,2012,32.0,0.0,4,128
riccardo montolivo,2013,24.0,0.0,4,138
riccardo montolivo,2014,28.0,0.0,3,118
riccardo montolivo,2015,4.0,0.0,0,41
riccardo montolivo,2016,20.0,0.0,0,112
riccardo montolivo,2017,8.0,0.0,0,27
riccardo saponara,2014,0.0,0.0,0,9
riccardo saponara,2015,16.0,0.0,7,106
riccardo saponara,2016,24.0,6.0,5,202
riccardo saponara,2017,16.0,0.0,2,91
richard soumah,2012,0.0,0.0,0,5
richard soumah,2013,0.0,0.0,0,25
richard strebinger,2015,0.0,0.0,0,2
rickie lambert,2014,8.0,0.0,11,153
rickie lambert,2015,8.0,0.0,2,52
rickie lambert,2016,8.0,0.0,1,31
rickie lambert,2017,0.0,0.0,0,3
ricky van wolfswinkel,2014,4.0,0.0,0,57
ricky van wolfswinkel,2015,8.0,0.0,5,106
ricky van wolfswinkel,2016,8.0,0.0,1,52
rico strieder,2015,0.0,0.0,0,5
rio mavuba,2012,20.0,0.0,1,101
rio mavuba,2013,0.0,0.0,0,46
rio mavuba,2014,16.0,0.0,1,91
rio mavuba,2015,16.0,0.0,1,80
rio mavuba,2016,20.0,0.0,0,107
rio mavuba,2017,4.0,0.0,0,30
ritchie de laet,2015,12.0,0.0,0,68
ritchie de laet,2016,4.0,0.0,1,24
riyad mahrez,2015,0.0,0.0,4,133
riyad mahrez,2016,4.0,0.0,17,192
riyad mahrez,2017,12.0,0.0,3,95
riza durmisi,2017,4.0,0.0,0,40
rob holding,2017,4.0,0.0,0,8
robbie brady,2014,8.0,0.0,0,19
robbie brady,2015,8.0,0.0,0,84
robbie brady,2016,12.0,0.0,3,132
robbie kruse,2013,36.0,0.0,4,208
robbie kruse,2014,4.0,0.0,2,32
robbie kruse,2015,0.0,0.0,0,3
robbie kruse,2016,8.0,0.0,0,40
rober correa,2016,12.0,0.0,0,20
